nome_produto,preco_produto,quantidade_vendida,nome_vendedor,status_vendedor,reputacao_cor,reviews_nota_media,reviews_quantidade_total,reviews_5_estrelas_pct,reviews_4_estrelas_pct,reviews_3_estrelas_pct,reviews_2_estrelas_pct,reviews_1_estrelas_pct,url_produto
Kit 5 Toner Hp Laser Mfp 135a 135w 137fnw Compatível C/ Chip Tinta Preto,"209,90",1000,vanvan,MercadoLíder,Verde,4.0,4,75.0,0.0,0.0,0.0,25.0,https://www.mercadolivre.com.br/kit-5-toner-hp-laser-mfp-135a-135w-137fnw-compativel-c-chip-tinta-preto/p/MLB52634101?pdp_filters=item_id:MLB4143365723#is_advertising=true&searchVariation=MLB52634101&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=OTA1ZWE3OTYtMmVkNy00NGU4LWIxMTAtYTU2ODBlMmI5NjM4
Kit Cartucho Tinta Original Hp Officejet 938 9130 9730 9125,"1079,90",25,Tec Print,+100mil vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-3845344279-kit-cartucho-tinta-original-hp-officejet-938-9130-9730-9125-_JM#is_advertising=true&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=MzQwNDFmMDMtYzNlZC00YWJhLThhNjgtODVmY2RlNzI0NzE1
Kit Cartuchos Tinta Original Hp 954xl 7740 8710 - 04 Cores,"1499,90",50,Tec Print,+100mil vendas,Verde,4.6,19,78.95,15.79,0.0,0.0,5.26,https://produto.mercadolivre.com.br/MLB-2642010384-kit-cartuchos-tinta-original-hp-954xl-7740-8710-04-cores-_JM#is_advertising=true&backend_model=search-backend&position=19&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=19&ad_click_id=MmMxYzAzOWEtYTgxMy00NjczLWE4MTctYzczNzU4N2Q5MzMz
Kit Cartuchos Tinta Original Hp 954xl 7740 8710 - 04 Cores,"1399,90",100,Tec Print,+100mil vendas,Verde,4.6,19,78.95,15.79,0.0,0.0,5.26,https://produto.mercadolivre.com.br/MLB-2641991276-kit-cartuchos-tinta-original-hp-954xl-7740-8710-04-cores-_JM#is_advertising=true&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=MTExODZmYjQtYmMyMy00ODIzLWIxMTMtYzEyMWY1YWUyODg3
Kit 4 Cartuchos De Tinta 712  Hp T210 T250 T650,"979,34",25,MELIMELI12,MercadoLíder,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5046753398-kit-4-cartuchos-de-tinta-712-hp-t210-t250-t650-_JM#is_advertising=true&backend_model=search-backend&position=21&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=21&ad_click_id=NjE4ODMzOTYtMzQ4ZC00OTFmLWIyNjAtMzA3NzM4Y2RmYTEw
Kit 2 Cartuchos Hp 122xl Preto Original,"198,24",5,clca,MercadoLíder,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-4487256364-kit-2-cartuchos-hp-122xl-preto-original-_JM#is_advertising=true&backend_model=search-backend&position=20&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=20&ad_click_id=ODRkZWI2MjQtNTEzMS00MjlhLWJlYjgtMzYyNjhjODM2NzM4
Kit Toner Compatível Marca Premium Para Uso Em M252dw M277dw Tinta Preto Ciano Amarelo Magenta,"298,50",100,Mundoware,+10mil vendas,Verde,4.6,9,77.78,11.11,0.0,11.11,0.0,https://www.mercadolivre.com.br/kit-toner-compativel-marca-premium-para-uso-em-m252dw-m277dw-tinta-preto-ciano-amarelo-magenta/p/MLB41183995?pdp_filters=item_id:MLB5148527300#is_advertising=true&searchVariation=MLB41183995&backend_model=search-backend&position=3&search_layout=grid&type=pad&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&ad_domain=VQCATCORE_LST&ad_position=3&ad_click_id=MTdlNGQwYzgtZDgzMi00YTA3LThjNzItYmIwZGMxZDUzNDNi
2 Cartuchos Hp 662 Preto E Colorido Da 2516 3516 1516 2546,"148,39",1000,SCOTCH,MercadoLíder,Verde,4.7,155,88.39,4.52,2.58,1.94,2.58,https://www.mercadolivre.com.br/2-cartuchos-hp-662-preto-e-colorido-da-2516-3516-1516-2546/p/MLB36931834#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4094444825&sid=search
Cartucho 72 Original Hp C9371a Ciano - 130ml,"569,90",50,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-72-original-hp-c9371a-ciano-130ml/p/MLB36750728#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3896761507&sid=search
Cartucho Compativel Hp 934xl 935xl Officejet Pro 6230 6830,"78,10",1000,PRINTDOBRASIL,MercadoLíder,Verde,4.7,7,71.43,28.57,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-compativel-hp-934xl-935xl-officejet-pro-6230-6830/p/MLB37721376#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5330322490&sid=search
Cartucho Compatível Para Hp Officejet 4500 J4500 J4660 901xl,"78,90",25,CASAPRINT SPEED,MercadoLíder,Verde,4.5,4,50.0,50.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-compativel-para-hp-officejet-4500-j4500-j4660-901xl/p/MLB42334492#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5450961164&sid=search
Cartucho de Plotter HP 711 CZ133AB Color Preto,"519,90",1000,OBERO INFORMATICA,MercadoLíder,Verde,4.8,33,93.94,0.0,3.03,0.0,3.03,https://www.mercadolivre.com.br/cartucho-de-plotter-hp-711-cz133ab-color-preto/p/MLB37152290#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3841613217&sid=search
Cartucho De Plotter Hp 728 3wx25a Preto Fosco,"738,79",100,LUIZCPSB,MercadoLíder,Verde,4.8,4,75.0,25.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-plotter-hp-728-3wx25a-preto-fosco/p/MLB36755033#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4690822054&sid=search
Cartucho De Tinta 712 Preto 80ml Hp T210 T250 T650,"419,53",1000,OBERO INFORMATICA,MercadoLíder,Verde,4.9,71,91.55,4.23,2.82,1.41,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-712-preto-80ml-hp-t210-t250-t650/p/MLB22536214#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5046810704&sid=search
Cartucho De Tinta 904xl Amarelo T6m12al Hp 6970,"158,16",100,LUIZCPSB,MercadoLíder,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-904xl-amarelo-t6m12al-hp-6970/p/MLB23139809#polycard_client=search-nordic&search_layout=grid&position=51&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4678661010&sid=search
Cartucho de tinta ciano para HP 920xl CD972al,"119,16",5,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-ciano-para-hp-920xl-cd972al/p/MLB47375493#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5334236112&sid=search
Cartucho de Tinta HP 60B Preto Simples CC636WB 4ml,"126,93",0,MegaByteMagazine,MercadoLíder,Verde,4.8,170,88.24,8.82,1.18,0.59,1.18,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60b-preto-simples-cc636wb-4ml/p/MLB24125481#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5216063960&sid=search
Cartucho De Tinta Hp 662 Preto Advantage,"71,87",0,MegaByteMagazine,MercadoLíder,Verde,4.6,1,82.44,9.45,2.93,0.79,4.39,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-662-preto-advantage/p/MLB36772792#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3888681729&sid=search
Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml,"78,90",0,Eshop,+250mil vendas,Verde,4.8,5,87.75,6.67,2.51,0.67,2.4,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB37141763#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5211173074&sid=search
Cartucho De Tinta Hp 904xl Negro + 904xl Colores 4 Unidades,"839,90",100,SMCORP,MercadoLíder,Verde,4.3,6,83.33,0.0,0.0,0.0,16.67,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-904xl-negro-904xl-colores-4-unidades/p/MLB36836666#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4688603082&sid=search
Cartucho De Tinta Hp Cartucho De Tinta Cor Magenta Do 225 Ml,"249,50",4,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-cartucho-de-tinta-cor-magenta-do-225-ml/p/MLB38125514#polycard_client=search-nordic&search_layout=grid&position=49&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3930446313&sid=search
Cartucho de tinta preta Hp 954xl (l0s71al),"349,90",100,CASAPRINT SPEED,MercadoLíder,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-954xl-l0s71al/p/MLB39958634#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3927117461&sid=search
Cartucho de tinta preta HP Advantage 664 de 2 ml,"62,77",0,OBERO INFORMATICA,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-advantage-664-de-2-ml/p/MLB36751629#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3866554217&sid=search
Cartucho de tinta preta HP C2p05al 11ml,"399,90",500,OBERO INFORMATICA,MercadoLíder,Verde,5.0,7,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-c2p05al-11ml/p/MLB36750524#polycard_client=search-nordic&search_layout=grid&position=55&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5293963610&sid=search
Cartucho de tinta preta original HP 964xl de alto rendimento,"338,90",1000,LJSUPPLIES,+1000 vendas,Verde,4.4,24,70.83,16.67,4.17,0.0,8.33,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-original-hp-964xl-de-alto-rendimento/p/MLB22298817#polycard_client=search-nordic&search_layout=grid&position=53&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4660807330&sid=search
Cartucho de tinta preto de alto rendimento Hp 21xl C9351cl,"172,90",100,CASAPRINT SPEED,MercadoLíder,Verde,3.2,5,40.0,20.0,0.0,0.0,40.0,https://www.mercadolivre.com.br/cartucho-de-tinta-preto-de-alto-rendimento-hp-21xl-c9351cl/p/MLB36815577#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4103485611&sid=search
"Cartucho HP 664 Colorido(F6V28AB) Para Ink Advantage 1115, 2134, 2136, 2676, 3636, 3776, 3786, 3788,3790, 3836, 4536, 4676,5076, 5276","77,87",0,Eshop,+250mil vendas,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-hp-664-coloridof6v28ab-para-ink-advantage-1115-2134-2136-2676-3636-3776-3786-37883790-3836-4536-46765076-5276/p/MLB36752265#polycard_client=search-nordic&search_layout=grid&position=54&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3947461641&sid=search
Cartucho Hp 667 Bk Original  Hp Deskejet 1275 / 237/ 2774,"64,90",1000,vanvan,MercadoLíder,Verde,4.8,230,88.26,6.09,3.04,0.87,1.74,https://www.mercadolivre.com.br/cartucho-hp-667-bk-original--hp-deskejet-1275--237-2774/up/MLBU1451864279#polycard_client=search-nordic&search_layout=grid&position=57&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3670301614&sid=search
Cartucho Hp 711 Magenta 29ml Cz131ab T120 T520 Wespetec,"279,90",100,OBERO INFORMATICA,MercadoLíder,Verde,4.7,46,93.48,0.0,0.0,0.0,6.52,https://www.mercadolivre.com.br/cartucho-hp-711-magenta-29ml-cz131ab-t120-t520-wespetec/p/MLB24113440#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5046849900&sid=search
Cartucho Hp 974x Original L0s05ab Yellow 452dn 452dw 477dn,"689,90",5,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-974x-original-l0s05ab-yellow-452dn-452dw-477dn/p/MLB22266942#polycard_client=search-nordic&search_layout=grid&position=52&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4011116689&sid=search
"Cartucho preto HP 21xl, rende 475 páginas/C9351CL","172,90",100,CASAPRINT SPEED,MercadoLíder,Verde,3.2,5,40.0,20.0,0.0,0.0,40.0,https://www.mercadolivre.com.br/cartucho-preto-hp-21xl-rende-475-paginasc9351cl/p/MLB22536298#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5334296772&sid=search
Cartucho Tinta Hp 964 9010 9020 Magenta 3ja51al,"162,20",500,OBERO INFORMATICA,MercadoLíder,Verde,4.6,14,78.57,7.14,7.14,7.14,0.0,https://www.mercadolivre.com.br/cartucho-tinta-hp-964-9010-9020-magenta-3ja51al/p/MLB23137032#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5085328996&sid=search
HP DesignJet 711 Cartucho de tinta amarelo de 29 mL,"323,51",100,Lepok,+10mil vendas,Verde,4.7,46,93.48,0.0,0.0,0.0,6.52,https://www.mercadolivre.com.br/hp-designjet-711-cartucho-de-tinta-amarelo-de-29-ml/p/MLB36755308#polycard_client=search-nordic&search_layout=grid&position=56&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5276642842&sid=search
Kit 04 Cores Cartucho Tinta Hp 964 9010 9020,"686,90",500,BUYHERE,MercadoLíder,Verde,4.4,23,78.26,8.7,0.0,0.0,13.04,https://www.mercadolivre.com.br/kit-04-cores-cartucho-tinta-hp-964-9010-9020/p/MLB39769598#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5107959658&sid=search
Kit 3 Cartuchos De Tinta Color 954 Hp 7720 8210 8720 8730,"509,89",50,SMCORP,MercadoLíder,Verde,4.7,23,82.61,13.04,0.0,0.0,4.35,https://www.mercadolivre.com.br/kit-3-cartuchos-de-tinta-color-954-hp-7720-8210-8720-8730/p/MLB36751467#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4669793020&sid=search
Kit 4 Cartuchos Hp 711 Cz133a Cz130a Cz131a Cz132a,"1349,05",100,OBERO INFORMATICA,MercadoLíder,Verde,5.0,5,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-4-cartuchos-hp-711-cz133a-cz130a-cz131a-cz132a/p/MLB42069374#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5265617890&sid=search
Kit Cartucho Hp 662 Cz103ab Preto + Cz104ab Color,"158,10",1000,vanvan,MercadoLíder,Verde,4.8,85,91.76,3.53,2.35,1.18,1.18,https://www.mercadolivre.com.br/kit-cartucho-hp-662-cz103ab-preto-cz104ab-color/p/MLB41237931#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3981975795&sid=search
Kit Cartucho Hp 712 Preto 38ml Plotter T65 T250,"989,89",5,SMCORP,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-712-preto-38ml-plotter-t65-t250/p/MLB50379383#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4073215821&sid=search
Kit Inkcor Recarga Cartucho Compativel Impressoras 2874 2774 2676 2700 2600 2800 3516 3050 2050 Cartuchos 667 664 662 901 60 92 667xl 664xl 662xl 74 21,"58,90",500,Inkcor,+5mil vendas,Verde,4.6,85,82.35,5.88,5.88,1.18,4.71,https://www.mercadolivre.com.br/kit-inkcor-recarga-cartucho-compativel-impressoras-2874-2774-2676-2700-2600-2800-3516-3050-2050-cartuchos-667-664-662-901-60-92-667xl-664xl-662xl-74-21/p/MLB43919633#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5618251506&sid=search
Kit Recarga Cartucho Preto Inkcor Com 100 Ml De Tinta Compativel Impressora Hp E Canon Cartuchos 664 664xl 667 667xl 662 662xl 60 901 92 - Ink Advantage Inkjet Deskjet,"22,90",1000,Inkcor,+5mil vendas,Verde,4.8,90,86.67,7.78,2.22,2.22,1.11,https://www.mercadolivre.com.br/kit-recarga-cartucho-preto-inkcor-com-100-ml-de-tinta-compativel-impressora-hp-e-canon-cartuchos-664-664xl-667-667xl-662-662xl-60-901-92-ink-advantage-inkjet-deskjet/p/MLB45256477#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5586064094&sid=search
Kit Recarga Impressora Compativel Cartucho Hp 122 60 901 74 664 662 667 Tinta Preta Corante Snap Fill e Manual de Instruções Inkcolor,"39,90",100,Inkcor,+10mil vendas,Verde,4.6,35,80.0,14.29,0.0,0.0,5.71,https://www.mercadolivre.com.br/kit-recarga-impressora-compativel-cartucho-hp-122-60-901-74-664-662-667-tinta-preta-corante-snap-fill-e-manual-de-instrucoes-inkcolor/p/MLB44798903#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3935519311&sid=search
Kit Tinta Recarga Cartucho Preto Compativel Impressora Hp 2774 2874 2676 3838 3000 2000 2600 2700 2800 2050 3050 1000 1516 2516 3616 Cartuchos 667 664 662 901 21 74 60 46 61 92 44 140 210 145 30 40 Xl,"23,90",0,Inkcor,+10mil vendas,Verde,4.6,83,78.31,12.05,4.82,2.41,2.41,https://www.mercadolivre.com.br/kit-tinta-recarga-cartucho-preto-compativel-impressora-hp-2774-2874-2676-3838-3000-2000-2600-2700-2800-2050-3050-1000-1516-2516-3616-cartuchos-667-664-662-901-21-74-60-46-61-92-44-140-210-145-30-40-xl/p/MLB44800352#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB4198383053&sid=search
Pacote com 3 cartuchos Diginet Hp 712 Yellow T210/230,"453,50",100,OBERO INFORMATICA,MercadoLíder,Verde,4.5,11,72.73,18.18,0.0,0.0,9.09,https://www.mercadolivre.com.br/pacote-com-3-cartuchos-diginet-hp-712-yellow-t210230/p/MLB36796527#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3866515915&sid=search
Recarga Cartucho Compativel Impressora Hp 2874 2774 2676 2700 3516 2050 Cartuchos 667 664 662 901 60 92 74 Canon Mg 2410 2910 3510 3010 44 54 140 141 145 146 210 211 Kit Com 60ml De Tinta De Cada Cor,"46,90",1000,Inkcor,+10mil vendas,Verde,4.5,156,75.64,9.62,6.41,1.92,6.41,https://www.mercadolivre.com.br/recarga-cartucho-compativel-impressora-hp-2874-2774-2676-2700-3516-2050-cartuchos-667-664-662-901-60-92-74-canon-mg-2410-2910-3510-3010-44-54-140-141-145-146-210-211-kit-com-60ml-de-tinta-de-cada-cor/p/MLB44668909#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3931902033&sid=search
Recarga De Cartucho 667 667xl Compatível Com Impressora Hp 2874 2800 Séries Com Manual De Instruções E Snap Fill,"59,90",500,Inkcor,+5mil vendas,Verde,4.7,79,83.54,6.33,5.06,2.53,2.53,https://www.mercadolivre.com.br/recarga-de-cartucho-667-667xl-compativel-com-impressora-hp-2874-2800-series-com-manual-de-instrucoes-e-snap-fill/p/MLB45258948#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5248605998&sid=search
Recarga De Cartucho De Impressora Faça Você Mesmo Compatível Impressoras Hp 2800 2874 2774 2676 1000 1050 3050 3516 2516 F4180 F4480 C4480 C4680 2700 Cartuchos 667 664 662 74 21 901 60 46 61 92,"46,90",1000,Inkcor,+10mil vendas,Verde,4.6,360,81.11,8.89,5.28,1.39,3.33,https://www.mercadolivre.com.br/recarga-de-cartucho-de-impressora-faca-voc-mesmo-compativel-impressoras-hp-2800-2874-2774-2676-1000-1050-3050-3516-2516-f4180-f4480-c4480-c4680-2700-cartuchos-667-664-662-74-21-901-60-46-61-92/p/MLB45228482#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5248596190&sid=search
Refil De Tinta Recarga De Cartucho Compatível Impressora Hp 2774 1516 3516 2800 1050 2874 Cartuchos 667 664 662 92 667xl Com 100ml De Tinta De Cada Cor Nas Cores Preta Amarela Azul Magenta,"35,50",100,Inkcor,+10mil vendas,Verde,4.6,14,78.57,7.14,14.29,0.0,0.0,https://www.mercadolivre.com.br/refil-de-tinta-recarga-de-cartucho-compativel-impressora-hp-2774-1516-3516-2800-1050-2874-cartuchos-667-664-662-92-667xl-com-100ml-de-tinta-de-cada-cor-nas-cores-preta-amarela-azul-magenta/p/MLB45884058#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5278361970&sid=search
Refil De Tinta Recarga De Cartucho De Impressora Compativel Hp 2874 2774 2676 2050 F4480 C4480 3516 3000 3600 Cartuchos 60 901 667 664 662 92 74 Cor Preta Marca Inkcor C/ 500ml,"45,90",500,Inkcor,+5mil vendas,Verde,4.7,109,84.4,8.26,2.75,0.0,4.59,https://www.mercadolivre.com.br/refil-de-tinta-recarga-de-cartucho-de-impressora-compativel-hp-2874-2774-2676-2050-f4480-c4480-3516-3000-3600-cartuchos-60-901-667-664-662-92-74-cor-preta-marca-inkcor-c-500ml/p/MLB44669914#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB3931980815&sid=search
Refil Recarga Cartucho 667 667xl Compatível Impressora Hp Ink Advantage 2774 2700 Com Manual De Instruções Inkcor Com Passo-a-passo Em Vídeo E Snap Fill,"58,90",100,Inkcor,+5mil vendas,Verde,4.7,21,85.71,4.76,4.76,0.0,4.76,https://www.mercadolivre.com.br/refil-recarga-cartucho-667-667xl-compativel-impressora-hp-ink-advantage-2774-2700-com-manual-de-instrucoes-inkcor-com-passo-a-passo-em-video-e-snap-fill/p/MLB45423126#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=6a373eb0-2981-4c83-ac40-5e662b4a269e&wid=MLB5600761640&sid=search
